acc_MG	acc_LF82	Perc_cov	Perc_id	gene_name_MG	gene_id_MG	gene_name_LF82	gene_id_LF82	Log2FC_LF82	padj_LF82	Log2FC_MG	padj_MG
YP_026195.1	WP_000691611.1	100	97.727	yqhG	b3013	yqhG	LF82_RS15795	-0.066296347	0.867553446	-0.036277654	0.868149651
NP_418378.4	WP_001271242.1	100	100	yijE	b3943	yijE	LF82_RS20810	0.204721112	0.550083446	-0.101024052	0.686265686
NP_417691.4	WP_000108474.1	100	99.194	nanT	b3224	nanT	LF82_RS16855	-0.239151114	0.412427015	0.637546661	0.009405894
YP_002791249.1	WP_000691708.1	100	100	yohP	b4679	yohP	LF82_RS11265	NA	NA	NA	NA
NP_416168.1	WP_001237802.1	100	99.259	gloA	b1651	gloA	LF82_RS08585	0.203024386	0.497812214	0.147475569	0.317063141
YP_026244.1	WP_000102319.1	100	100	kup	b3747	kup	LF82_RS19675	-0.245037058	0.464751352	0.193571377	0.08546033
NP_418618.1	WP_000949498.1	100	99.296	ulaE	b4197	ulaE	LF82_RS22530	-0.190090728	0.587593073	0.10726498	0.705655174
YP_025307.1	WP_001174939.1	100	99.781	mdtK	b1663	mdtK	LF82_RS08650	-0.739836831	0.016590822	1.148789512	3.95322E-23
NP_416782.1	WP_000612644.1	100	100	nuoK	b2279	nuoK	LF82_RS11980	0.28323952	0.340967237	0.021997907	0.917713423
NP_418815.1	WP_001188687.1	100	98.69	creB	b4398	creB	LF82_RS23510	-0.105487633	0.785806749	0.043005975	0.853384836
NP_415387.1	WP_001160737.1	100	100	ybjQ	b0866	ybjQ	LF82_RS04135	0.332437797	0.313991988	-0.385825499	0.101714579
NP_417646.1	WP_000145975.1	100	100	rlmE	b3179	rlmE	LF82_RS16660	-0.019445143	0.949064261	0.159661533	0.251346345
NP_416744.1	WP_000857238.1	100	99.262	glpA	b2241	glpA	LF82_RS11800	0.115918577	0.74213017	-0.488565687	0.023563475
NP_416705.2	WP_000525586.1	100	99.517	ccmA	b2201	ccmA	LF82_RS11595	0.213632005	0.538261216	-0.244189863	0.252140802
NP_418508.1	WP_001171676.1	100	97.735	alsK	b4084	alsK	LF82_RS21675	0.066755799	0.86934581	0.010590001	NA
NP_417741.1	WP_001297709.1	100	98.947	tsaC	b3282	tsaC	LF82_RS17200	-0.420911479	0.09810086	0.766638195	1.68377E-11
NP_417886.1	WP_000993444.1	100	99.755	glgP	b3428	glgP	LF82_RS17955	0.210705666	0.544738534	0.338243941	0.003812825
NP_416272.2	WP_001298224.1	100	96.602	ynjF	b1758	ynjF	LF82_RS09135	0.224941324	0.516937074	-0.430694122	0.100929635
NP_416751.1	WP_000894191.1	100	97.692	yfaX	b2248	yfaX	LF82_RS11840	-0.052079176	NA	0.078741563	NA
NP_416671.1	WP_001207098.1	100	88.498	psuK	b2166	psuK	LF82_RS11410	0.61707002	0.074835782	-0.258428668	NA
NP_417159.1	WP_001223227.1	100	100	nrdH	b2673	nrdH	LF82_RS13865	0.109238666	0.774342113	-0.007646759	0.979022188
NP_416393.1	WP_000066983.1	100	99.855	flhA	b1879	flhA	LF82_RS09780	-0.123179284	0.744905011	-0.996445642	5.55882E-23
NP_415101.1	WP_000383919.1	100	99.732	nfrB	b0569	nrfB	LF82_RS02655	-0.166026379	0.634612451	0.132294279	0.485381498
NP_416825.1	WP_000127769.1	100	98.724	yfcJ	b2322	yfcJ	LF82_RS12200	-0.178712937	0.616924358	-0.050290539	0.825222603
NP_418537.1	WP_000697907.1	100	98.198	basR	b4113	basR	LF82_RS21820	0.531182086	0.078039019	-0.355136018	0.127889464
NP_417807.1	WP_001153615.1	100	100	slyX	b3348	slyX	LF82_RS17530	-0.562037364	0.068619519	0.553705936	2.69626E-05
NP_416427.1	WP_001273000.1	100	99.2	tcyN	b1917	tcyN	LF82_RS09960	-0.061303779	0.879161059	0.162493093	0.378697654
YP_009518750.1	WP_122083095.1	96	88.462	ykiD	b4732	ppnP	LF82_RS25510	0.046987781	NA	-0.465934248	NA
NP_415028.1	WP_001110573.1	100	100	ybbA	b0495	ybbA	LF82_RS02465	0.122361606	0.747167057	0.025624764	0.936186634
NP_418463.4	WP_000019227.1	100	98.182	ubiC	b4039	ubiC	LF82_RS21370	-0.926855832	0.000120606	0.33577331	0.022407105
NP_416568.1	WP_001252368.1	100	99.676	asmA	b2064	asmA	LF82_RS10895	0.314060382	0.200835569	-0.3441793	0.000550335
NP_418106.1	WP_000135058.1	100	100	rpoZ	b3649	rpoZ	LF82_RS19130	0.119185919	0.746283594	-0.266839272	0.007141057
NP_415658.1	WP_000741335.1	99	60.484	intE	b1140	icd	LF82_RS05755	-0.042526681	NA	0.641440106	0.005498449
NP_415235.1	WP_001075786.1	100	92.899	ybgA	b0707	ybgA	LF82_RS03325	0.045819774	0.913360477	0.057250656	NA
NP_416905.1	WP_000765604.1	100	99.699	yfeH	b2410	yfeH	LF82_RS12565	-0.079090341	0.844022058	0.037066482	0.876331928
NP_416518.2	WP_000019194.1	100	99.779	plaP	b2014	plaP	LF82_RS10670	-0.346937564	0.296415071	-0.256709026	0.002491276
NP_415995.4	WP_000642412.1	100	98.512	adhP	b1478	adhP	LF82_RS07610	0.55289775	0.06147709	-0.151207288	0.521749535
NP_415255.1	WP_000099836.1	100	99.753	sucB	b0727	odhB	LF82_RS03415	0.569555081	0.070388377	0.806968449	1.19549E-14
NP_415206.1	WP_001287134.1	100	99.639	glnS	b0680	glnS	LF82_RS03220	0.303136229	0.242126633	-0.621540867	3.60049E-18
YP_026237.1	WP_000705012.1	100	99.738	dgoD	b4478	dgoD	LF82_RS19395	0.315814359	0.350734856	0.015680623	0.95938934
NP_417617.1	WP_000246832.1	100	97.71	yraN	b3148	yraN	LF82_RS16505	-0.138752583	0.687892745	0.351206524	0.023325859
NP_418320.2	WP_000022281.1	99	71.923	csqR	b3884	typA	LF82_RS20440	-0.186528356	0.56524342	-0.108035045	0.557824324
NP_416530.1	WP_000954872.1	100	98.522	hisI	b2026	hisIE	LF82_RS10730	-0.026652289	0.949402025	-0.455060947	0.014154283
NP_415624.1	WP_001116602.1	100	98.175	thiK	b1106	thiK	LF82_RS05595	-0.043955353	0.913360477	0.119770263	0.526340198
NP_415135.1	WP_000029770.1	100	97.783	ybdN	b0602	ybdN	LF82_RS02850	0.150586398	NA	-0.262420762	NA
NP_417057.1	WP_001196297.1	100	97.674	yfhL	b2562	yfhL	LF82_RS13215	0.005900819	0.987937931	0.127553786	0.511244049
NP_416481.1	WP_001240078.1	100	97.63	msrQ	b1972	msrQ	LF82_RS10230	-0.045753722	NA	0.243229372	0.370949059
NP_418197.1	WP_000499788.1	100	100	mnmG	b3741	mnmG	LF82_RS19645	-0.167760963	0.638394984	0.130110956	0.110782273
NP_416641.1	WP_000079547.1	100	98.419	yohF	b2137	yohF	LF82_RS11255	-0.047195442	NA	-0.021184252	NA
NP_417525.1	WP_014640211.1	100	98.837	glnE	b3053	glnE	LF82_RS16070	-0.194777024	0.502529829	0.323727098	0.000411352
NP_414828.1	WP_000389022.1	92	97.222	matA	b0294	ykgL	LF82_RS25030	0.189464851	NA	-0.069268346	NA
NP_417310.1	WP_000758655.1	100	100	ygdR	b2833	ygdR	LF82_RS14815	-0.236132372	0.493675693	0.397456798	0.039483574
NP_418163.1	WP_001364348.1	100	100	tnaC	b3707	tnaC	LF82_RS19480	0.010255185	0.97010014	-0.071337078	NA
NP_416525.1	WP_000108931.1	100	99.157	hisC	b2021	hisC	LF82_RS10705	0.096730843	0.809619812	-0.960010066	1.82025E-05
NP_414837.2	WP_000474088.1	100	96.154	rclB	b0303	rclB	LF82_RS01545	NA	NA	0.040227944	NA
NP_417533.1	WP_000986806.1	100	99.34	ttdA	b3061	ttdA	LF82_RS16115	0.1298628	NA	0.003362549	NA
YP_009518754.1	WP_014640128.1	100	83.673	ylcJ	b4733	emrE	LF82_RS25585	-0.233833617	0.502554058	0.098333572	0.683258337
NP_418660.1	WP_001304663.1	100	97.641	treC	b4239	treC	LF82_RS22770	0.267968706	0.415200705	-0.385728559	0.134210747
YP_588443.1	WP_001272653.1	100	100	kdpF	b4513	kdpF	LF82_RS03315	NA	NA	NA	NA
NP_417362.4	WP_001765031.1	100	95.679	ygfS	b2886	ygfS	LF82_RS14985	-0.529438164	NA	0.037731955	0.9067299
NP_415518.1	WP_000209904.1	100	95.477	torD	b0998	torD	LF82_RS05065	-0.028074264	NA	-0.214175173	0.424490821
NP_414902.1	WP_000004065.1	100	96.82	tauD	b0368	tauD	LF82_RS01815	-0.220004284	NA	0.225070074	NA
YP_026288.1	WP_001000684.1	98	41.837	yjgN	b4257	yjgM	LF82_RS22855	-0.118091623	NA	0.051086352	0.874466618
NP_418552.1	WP_001312331.1	100	98.98	ghoS	b4128	ghoS	LF82_RS21900	0.093528048	0.812701457	-0.120897299	NA
NP_417300.1	WP_001276486.1	100	99.065	ppdC	b2823	ppdC	LF82_RS14755	-0.145503307	NA	0.102182886	0.735152096
NP_416578.2	WP_000678939.1	100	98.795	mdtA	b2074	mdtA	LF82_RS10940	-0.142574829	0.695099747	0.254426846	0.202898358
NP_415478.1	WP_000288723.1	100	99.408	sulA	b0958	sulA	LF82_RS04590	0.091917393	0.817145979	-0.078366305	0.686259462
NP_416182.1	WP_000212648.1	100	97.03	ydhR	b1667	ydhR	LF82_RS08670	-1.25920503	0.000420455	0.210990793	0.057988488
NP_417973.1	WP_001182743.1	100	93.066	gadX	b3516	gadX	LF82_RS18440	-0.219341098	0.512513142	1.35770553	2.0358E-15
NP_416206.6	WP_001296106.1	100	98.812	ydiN	b1691	ydiN	LF82_RS08790	0.019847867	NA	0.111014556	NA
NP_417936.1	WP_001136232.1	100	99.213	nikD	b3479	nikD	LF82_RS18210	-0.054244741	0.893252063	0.153646008	0.597946899
NP_417626.1	WP_001295552.1	100	100	ubiT	b3157	ubiT	LF82_RS16545	0.388897093	0.227035757	-0.322256484	0.115631327
YP_026266.1	WP_000487668.1	100	99.706	pldB	b3825	pldB	LF82_RS20060	0.28637311	0.218970866	-0.021286579	0.915045322
NP_418664.2	WP_000047539.1	100	100	ridA	b4243	ridA	LF82_RS22790	-0.566722901	0.014457354	0.941916807	3.74927E-09
NP_416456.1	WP_001282091.1	100	97.81	fliN	b1946	fliN	LF82_RS10105	-0.223880143	0.522044832	-0.494510416	6.26198E-06
NP_416837.1	WP_000824841.1	100	60.494	yfcQ	b2334	smrB	LF82_RS12265	0.012006305	NA	0.236134724	NA
NP_417937.1	WP_000173677.1	100	97.015	nikE	b3480	nikE	LF82_RS18215	-0.116506907	0.759408947	0.0291436	0.922116339
NP_414891.4	WP_001141271.1	100	100	frmR	b0357	frmR	LF82_RS01775	0.158536347	0.659296321	0.596385298	0.002226609
NP_416392.1	WP_001202078.1	100	96.154	flhE	b1878	flhe	LF82_RS09775	-0.177324834	0.616924358	-0.95951103	1.1202E-07
YP_009518790.1	WP_071524604.1	100	100	ynfQ	b4724	ynfQ	LF82_RS24120	1.682561932	0.000559333	-0.036701964	0.907226554
NP_418215.1	WP_001311244.1	100	100	ilvL	b3766	ilvL	LF82_RS19765	-0.509763613	0.111760069	-0.199689462	0.181529414
NP_415079.1	WP_001053004.1	100	95.364	ybcN	b0547	ybcN	LF82_RS05880	0.041708401	NA	-0.04482786	0.865405928
NP_417753.1	WP_001216368.1	100	100	rplQ	b3294	rplQ	LF82_RS17260	-0.083947499	0.839037825	-0.192922825	0.020599071
NP_415951.1	WP_000429162.1	100	97.753	sutR	b1434	sutR	LF82_RS07355	-0.132353433	0.723302215	-0.272607013	0.267447603
NP_414691.1	WP_000918175.1	100	99.645	mrcB	b0149	fhuA	LF82_RS00800	0.103078188	0.771596123	0.38533014	5.68103E-05
NP_415375.1	WP_000126098.1	100	99.189	potF	b0854	potF	LF82_RS04075	-0.119326971	0.748850802	0.130933544	0.587658573
NP_415396.1	WP_000488716.1	100	99.567	aqpZ	b0875	aqpZ	LF82_RS04180	0.120301491	0.749524514	0.083421716	NA
NP_417272.1	WP_000206985.1	100	97.248	yqcC	b2792	yqcC	LF82_RS14465	0.038010091	0.927259508	-0.384176177	0.113987801
NP_416714.1	WP_000758050.1	100	99.453	mqo	b2210	mqo	LF82_RS11645	0.098183244	0.79391427	0.145072336	0.413678818
NP_415704.1	WP_000406377.1	100	99.61	nhaB	b1186	nhaB	LF82_RS06275	-0.19161376	0.445317847	-0.20445319	0.07885438
NP_417320.1	WP_000383248.1	100	99.281	kduI	b2843	kduI	LF82_RS14865	-0.117672273	0.755592926	0.209510096	0.437500204
NP_416952.2	WP_000387713.1	100	100	eutM	b2457	eutM	LF82_RS12745	0.063081409	NA	0.053363861	NA
NP_415277.1	WP_000931396.1	100	99.133	galM	b0756	galM	LF82_RS03565	0.203597996	0.557297597	-0.528946102	4.78375E-05
NP_416138.1	WP_000125605.1	100	99.245	malX	b1621	malX	LF82_RS08425	0.039167636	0.926423651	-0.055274732	0.844046056
NP_417679.2	WP_001468228.1	100	99.664	gltB	b3212	gltB	LF82_RS16825	-1.007741311	0.002552754	0.463357199	0.000460165
YP_026233.1	WP_000741500.1	100	99.739	yiaY	b3589	yiaY	LF82_RS18850	-0.032347005	0.94145292	-0.042119223	NA
NP_416917.1	WP_000021034.1	100	99.452	cysA	b2422	cysA	LF82_RS12625	-0.097037822	NA	0.051968395	0.870303905
NP_417101.1	WP_000460035.1	100	100	ffh	b2610	ffh	LF82_RS13500	0.529591455	0.030355265	-0.146584205	0.11631661
NP_416282.4	WP_001135068.1	99	97.642	pncA	b1768	pncA	LF82_RS09190	0.120761144	0.739536495	-0.112540206	0.541692038
NP_415985.1	WP_001350241.1	100	98.636	narZ	b1468	narZ	LF82_RS07565	-0.170550722	0.634253292	0.406634858	0.026409471
NP_417065.1	WP_000589057.1	100	99.371	rseC	b2570	rseC	LF82_RS13265	-0.18855621	0.574067953	0.094385185	0.541496626
YP_026223.1	WP_001021996.1	100	100	livJ	b3460	livJ	LF82_RS18115	-0.621539512	0.070388377	0.527530749	0.003689074
NP_415257.1	WP_000025458.1	100	100	sucD	b0729	sucD	LF82_RS03425	0.765111221	0.027182405	0.441012178	0.000849334
NP_415099.1	WP_001224584.1	100	97.297	ybcH	b0567	ybcH	LF82_RS02645	0.108329533	0.776042063	0.027646613	0.9174092
NP_414747.1	WP_000644685.1	100	100	mltD	b0211	mltD	LF82_RS01100	-0.381270414	0.228895996	0.714227419	2.17416E-28
NP_415465.1	WP_001295934.1	100	99.405	pyrD	b0945	pyrD	LF82_RS04520	0.025968857	0.949615407	-0.171145996	0.252622279
NP_418408.1	WP_001275702.1	100	100	secE	b3981	secE	LF82_RS21020	0.176530277	0.605213982	-0.120352442	0.209787799
NP_418107.1	WP_000280473.1	100	99.858	spoT	b3650	spoT	LF82_RS19135	0.15358789	0.658082334	-0.057177975	0.607285176
NP_418599.1	WP_001177639.1	100	100	nsrR	b4178	nsrR	LF82_RS22435	0.53846962	0.044042263	-0.863784678	2.31766E-13
NP_418798.1	WP_001298497.1	100	100	deoC	b4381	deoC	LF82_RS23415	-1.90974224	0.000244418	0.013115411	0.952544288
YP_009518833.1	WP_000657674.1	100	95.294	ytiA	b4715	ytiA	LF82_RS23170	0.140409298	NA	0.072170097	NA
NP_414998.1	WP_000177754.1	100	99.375	mscK	b0465	mscK	LF82_RS26345	NA	NA	-0.134710222	0.131984143
NP_417007.1	WP_001177034.1	100	98.98	bamB	b2512	bamB	LF82_RS12995	0.240341773	0.413387774	-0.338331199	6.96663E-05
YP_010051199.1	WP_012601751.1	96	91.536	yghF	b2970	gspC	LF82_RS15540	0.621147026	0.082336769	-0.312995928	0.176530569
NP_415128.1	WP_000347657.1	100	99.597	entA	b0596	entA	LF82_RS02815	0.159875241	0.659296321	0.057270041	0.852850365
NP_414561.1	WP_000062878.1	100	95.017	nhaR	b0020	nhaR	LF82_RS00100	-0.312402459	0.284159931	0.743828345	2.15894E-06
NP_414842.4	WP_000370406.1	100	97.835	ykgG	b0308	ykgG	LF82_RS01570	-0.047588144	0.910128993	-0.210848803	0.44013923
NP_415473.1	WP_000828648.1	100	100	rmf	b0953	rmf	LF82_RS04560	-0.186038838	0.578566005	-0.232131401	0.397022652
NP_417909.1	WP_000099282.1	100	99.661	ugpA	b3452	ugpA	LF82_RS18065	-0.275452912	0.403032926	-0.380082196	NA
NP_416999.1	WP_000076001.1	100	100	yfgG	b2504	yfgG	LF82_RS12940	0.139371268	0.695099747	-0.448519224	0.020375005
NP_418355.1	WP_000802217.1	100	98.492	yiiQ	b3920	yiiQ	LF82_RS20670	-0.875486392	0.005901084	0.576926553	0.000446564
NP_415723.1	WP_000823885.1	100	100	ychH	b1205	ychH	LF82_RS06395	-0.021175055	0.960488565	0.14399372	0.587658573
NP_415590.1	WP_000955713.1	100	96.804	flgA	b1072	flgA	LF82_RS05425	-0.349087176	0.290499967	-0.405116445	0.000248064
NP_418126.1	WP_001181706.1	100	100	ilvN	b3670	ilvN	LF82_RS19305	-0.247848887	NA	-0.55429583	0.038360979
NP_417854.4	WP_001296474.1	100	96.139	hofM	b3395	hofM	LF82_RS17745	-0.091258386	NA	0.303505558	0.246891695
NP_416890.1	WP_000903096.1	100	98.565	yfeO	b2389	yfeO	LF82_RS12460	-0.176171636	0.622087624	-0.271135388	0.305785243
NP_416189.1	WP_001070247.1	100	99.519	ydhY	b1674	ydhY	LF82_RS08705	0.077412819	NA	-0.115674154	NA
YP_588450.2	WP_001296035.1	100	96.364	yciX	b4523	yciX	LF82_RS06795	0.526235041	0.10468105	-0.326334843	0.165400055
NP_416077.4	WP_001047127.1	100	97.6	ydfT	b1559	ydfT	LF82_RS08115	-0.200261083	NA	0.082746714	NA
NP_415060.1	WP_001143519.1	100	97.688	ybcI	b0527	ybcI	LF82_RS02595	0.17964498	0.616913952	-0.15543583	0.592384826
YP_026180.1	WP_000573324.1	100	99.465	srlA	b2702	srlA	LF82_RS14010	-0.046190822	0.900408687	0.175322608	NA
NP_417814.1	WP_001274684.1	100	99.654	prkB	b3355	prkB	LF82_RS17570	-0.066358113	0.852210043	0.375996019	0.015129452
NP_416376.2	WP_001024939.1	100	98	yebB	b1862	yebB	LF82_RS09700	-0.030153965	NA	-0.167503083	NA
NP_416416.2	WP_000082127.1	100	100	yecJ	b4537	yecJ	LF82_RS09880	0.071308834	0.864321664	0.551324364	3.77724E-05
NP_414985.1	WP_000685055.1	100	99.299	amtB	b0451	amtB	LF82_RS02225	0.3354073	0.313361363	0.096934743	0.744326537
NP_415544.1	WP_000409834.1	98	94.82	dgcT	b1025	dgcT	LF82_RS05200	0.301293417	0.37019813	-0.430319802	0.100542414
NP_417413.1	WP_001295380.1	100	99.848	speA	b2938	speA	LF82_RS15260	0.411644178	0.159073135	-0.201927725	0.006983291
NP_415827.1	WP_001080790.1	100	100	ycjO	b1311	ycjO	LF82_RS06980	-0.081786798	NA	-0.101802825	NA
NP_416423.4	WP_001283421.1	100	100	uvrC	b1913	uvrC	LF82_RS09935	0.282500921	0.236960713	-0.151325281	0.203318274
NP_415103.1	WP_000770953.1	100	100	cusR	b0571	cusR	LF82_RS02665	-0.918575821	0.004393904	1.245307913	1.17771E-09
NP_415422.1	WP_000111043.1	100	100	pflA	b0902	pflA	LF82_RS04335	0.893408909	0.00051408	-0.426615768	0.009688424
NP_418566.1	WP_001026276.1	100	100	groS	b4142	groS	LF82_RS22255	-0.060885401	0.879540677	0.074019596	0.511739868
NP_416058.1	WP_000215549.1	100	100	rspR	b1540	rspR	LF82_RS07910	0.172939329	0.592434737	-0.178593623	0.234823871
NP_417213.1	WP_000103863.1	100	99.414	mutS	b2733	mutS	LF82_RS14180	0.61232414	0.005847756	-0.404808454	0.000220936
NP_417736.2	WP_001350444.1	100	98.093	yhdY	b3270	yhdY	LF82_RS17140	0.125049841	NA	0.053663486	NA
NP_416343.1	WP_000984517.1	100	99.659	htpX	b1829	htpX	LF82_RS09520	-0.22258914	0.430234956	0.413804594	0.000342955
NP_414826.1	WP_014640100.1	100	98.649	ecpB	b0292	ecpB	LF82_RS01465	-0.078279516	NA	0.024413122	0.941677588
NP_418146.4	WP_000253469.1	100	99.535	dgoT	b3691	dgoT	LF82_RS19390	-0.028431351	0.946047279	0.174533829	0.541692038
NP_416195.1	WP_000144556.1	100	99.261	sufS	b1680	sufS	LF82_RS08735	-0.074633527	0.859638068	0.437324708	0.081402897
NP_418609.4	WP_000811566.1	100	100	yjfN	b4188	yjfN	LF82_RS22485	-0.039942855	0.921695473	0.294377853	0.262294393
NP_418348.1	WP_001033719.1	100	99.569	cpxR	b3912	cpxR	LF82_RS20635	0.139260123	0.647324216	-0.091310468	0.580054722
NP_418065.1	WP_001076194.1	100	100	gpsA	b3608	gpsA	LF82_RS18940	-0.250020232	0.383235655	0.492405481	3.79548E-09
NP_417642.1	WP_001337627.1	100	99.091	secG	b3175	secG	LF82_RS16640	-0.291084682	0.372666412	0.142945518	0.125705935
NP_416227.1	WP_001229265.1	100	100	ihfA	b1712	ihfA	LF82_RS08905	-0.219432361	0.441580383	-0.374614611	0.033024503
NP_415219.1	WP_000075821.1	100	99.089	potE	b0692	potE	LF82_RS03275	-0.398818174	0.23014846	0.639140885	0.007805499
NP_415701.1	WP_000897380.1	100	99.281	umuD	b1183	umuD	LF82_RS06260	-0.345849567	NA	-0.175347654	NA
YP_026267.1	WP_000285360.1	100	98.496	yigL	b3826	yigL	LF82_RS20065	0.261841177	0.389985884	-0.12274732	0.491087892
NP_415208.1	WP_000733594.1	100	96.296	chiQ	b0682	chiQ	LF82_RS03230	-0.098733222	NA	0.035429786	0.913004917
NP_414855.1	WP_000083475.1	100	99.153	yahG	b0321	yahG	LF82_RS01665	0.0974722	NA	0.294238427	NA
YP_009518761.1	WP_071524879.1	100	100	ymcF	b4723	ymcF	LF82_RS23910	0.148937189	0.683236724	-0.591638452	0.001986713
NP_418069.1	WP_001296527.1	100	99.611	gpmM	b3612	gpmM	LF82_RS18960	0.324018064	0.253531239	-0.146477214	0.096768896
YP_026257.1	WP_000217213.1	100	98.05	wecF	b4481	rffT	LF82_RS19890	-0.024694248	0.949615407	0.268588432	0.036934448
NP_415591.1	WP_000884694.1	100	98.551	flgB	b1073	flgB	LF82_RS05430	-0.484023143	0.140948817	-0.529363163	2.72797E-05
NP_416969.1	WP_000829370.1	100	95.678	tmcA	b2474	tmcA	LF82_RS12840	0.169867179	0.564322267	-0.086163659	0.598194254
NP_417967.1	WP_000756548.1	100	98.182	hdeA	b3510	hdeA	LF82_RS18405	0.156283609	0.655088312	1.582195306	1.62571E-12
NP_417079.1	WP_000082990.1	100	99.21	patZ	b2584	pat	LF82_RS26210	0.036871384	0.929525351	0.287714429	0.028196545
NP_417904.1	WP_000595130.1	100	98.103	ggt	b3447	ggt	LF82_RS18040	0.408907375	0.198595411	0.063353196	0.833332884
NP_414967.1	WP_000098442.1	100	99.389	ampG	b0433	ampG	LF82_RS02130	-0.157940279	0.639989649	0.219979075	0.059689566
NP_416036.1	WP_001286542.1	100	94.444	tam	b1519	tam	LF82_RS07775	-0.009466365	NA	0.025372958	0.939030484
NP_416885.1	WP_000366071.1	100	98.261	ypdE	b2384	ypdE	LF82_RS12435	-0.027243031	NA	0.008345467	NA
NP_417354.1	WP_000502377.1	100	98.837	ygfK	b2878	ygfK	LF82_RS14950	-0.097696809	0.808751371	-0.175553933	0.516306194
NP_414632.1	WP_000016564.1	100	99.437	murG	b0090	murG	LF82_RS00470	0.316947736	0.21075229	-0.053577387	0.727981588
YP_009518827.1	WP_014640242.1	100	96.97	rhoL	b3782	rhoL	LF82_RS19830	0.272637956	0.388055135	-0.826665904	7.25701E-12
YP_001165334.1	WP_001317551.1	100	96.703	ytcA	b4622	ytcA	LF82_RS21665	-0.232561294	NA	NA	NA
NP_415378.1	WP_001061639.1	100	99.644	potI	b0857	potI	LF82_RS04090	-0.052658644	0.897234553	0.071365646	0.818367556
NP_415752.1	WP_000718995.1	100	100	galU	b1236	galU	LF82_RS06585	0.170829256	0.568905086	-0.193420099	0.05662592
NP_416910.1	WP_000487600.1	100	100	ptsH	b2415	ptsH	LF82_RS12595	0.158737623	0.614569974	-0.741916904	1.56424E-13
NP_418642.1	WP_000060964.1	100	99.126	tamB	b4221	tamB	LF82_RS22690	0.081008572	0.808780142	0.160542916	0.15393019
NP_414715.1	WP_000811928.1	100	99.749	dxr	b0173	ispC	LF82_RS00905	0.227178835	0.438172519	0.239338892	0.036391594
NP_416080.1	WP_000813254.1	100	100	hokD	b1562	hokD	LF82_RS08140	0.023216364	0.943429176	0.371203513	0.027131028
NP_416092.1	WP_000854559.1	100	100	dicB	b1575	dicB	LF82_RS08190	NA	NA	0.078727935	NA
NP_415956.1	WP_000760642.1	100	98.291	ydcR	b1439	ydcR	LF82_RS07375	-0.004790497	0.989950268	-0.140102043	0.428449298
NP_417100.1	WP_000256450.1	100	100	rpsP	b2609	rpsP	LF82_RS13495	-0.150196135	0.681200183	-0.170348893	0.012374377
NP_417956.1	WP_014640223.1	100	98.929	rlmJ	b3499	rlmJ	LF82_RS18315	0.381855025	0.1364678	0.013093199	0.938972069
NP_415459.1	WP_001195181.1	93	41.284	elfD	b0939	ydeS	LF82_RS07715	-0.027452626	NA	-0.111543564	NA
NP_417702.1	WP_000497726.1	100	98.873	degS	b3235	degS	LF82_RS16905	0.081462546	0.829709261	-0.368068408	0.007087322
NP_418217.1	WP_000983255.1	100	100	ilvM	b3769	ilvM	LF82_RS19775	-0.339050322	0.309315152	-0.821155173	0.002063313
NP_416401.1	WP_000147302.1	100	100	cheW	b1887	cheW	LF82_RS09815	-0.060600368	0.877752374	-0.47087718	0.010012971
NP_417790.1	WP_000610632.1	100	98.974	gspJ	b3331	gspJ	LF82_RS17445	0.00474645	NA	0.030175079	NA
NP_418495.2	WP_001295391.1	100	100	nrfB	b4071	nrfB	LF82_RS21575	-0.114383993	0.755592926	0.158120592	NA
NP_415527.4	WP_001028095.1	100	98.78	rutF	b1007	rutF	LF82_RS05110	NA	NA	-0.084922254	NA
NP_416813.1	WP_000748259.1	100	98.846	argT	b2310	argT	LF82_RS12140	-0.052538933	0.892741751	-0.300067023	0.098600072
NP_417174.1	WP_001287454.1	100	100	yqaA	b2689	yqaB	LF82_RS13945	-0.436646625	0.166971341	0.086910168	0.688833126
YP_001165325.1	WP_001386977.1	100	100	ypfM	b4606	ypfM	LF82_RS25340	0.005948716	0.987935859	-0.118444914	0.680445847
NP_415493.1	WP_001186413.1	100	99.574	hyaC	b0974	hyaC	LF82_RS04675	-0.333935211	NA	-0.092624618	NA
NP_414903.4	WP_001295337.1	100	100	yaiT	b4580	hemB	LF82_RS01820	0.140530832	0.6391183	-0.091674263	0.67133485
YP_026258.1	WP_000774735.1	100	99.783	yifK	b3795	yifK	LF82_RS19905	-0.143617914	0.683494785	-0.481195695	0.000241675
NP_417811.1	WP_000634798.1	100	100	yheS	b3352	yheS	LF82_RS17555	-0.147169811	0.661054662	0.292856312	0.001527368
NP_417647.1	WP_001054420.1	100	100	yhbY	b3180	yhbY	LF82_RS16665	0.070322588	0.86461919	-0.039241109	0.775599316
NP_415583.4	WP_000092206.1	100	100	mdtH	b1065	mdtH	LF82_RS05390	0.101573868	0.797542965	-0.298030147	0.262294393
